"user_id","status_id","created_at","screen_name","text","source","place_name","place_full_name","place_type","country","country_code","lon","lat"
"764036548148899840","981480909680533506",2018-04-04 10:37:38,"segg_purple","@brown_dog_tick なんか2枚入りだったやつつかう
まああんま電話せんし支障は気にせんでいいやろ(適当","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981483945349935104",2018-04-04 10:49:42,"segg_purple","@brown_dog_tick まぁ....行けるやろwwwww(超適当","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"4798507800","981492711600500736",2018-04-04 11:24:32,"ThreeFive_555","@brown_dog_tick 暴力団から足を洗って家路へ向かう谷岡。
何処からか、不幸にも黒塗りの高級車に追突されてしまう。免許パクって犬の真似やヨツンヴァインをさせた谷岡に対し、
車の主、サッカー部員TDNが言い渡した示談の条件とは・・","Twitter for iPhone",NA,NA,NA,NA,NA,139.6423446,35.4475073
"764036548148899840","981493699011010560",2018-04-04 11:28:27,"segg_purple","@brown_dog_tick やっぱ8はガラスですか","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981494410071257096",2018-04-04 11:31:17,"segg_purple","@brown_dog_tick ()","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"726781797237841920","981503659711258624",2018-04-04 12:08:02,"2016CamaroSS","@brown_dog_tick レースゲーでしたら、Assoluto RacingやCarX Drift Racingがオススメです。","Twitter for iPad",NA,NA,NA,NA,NA,140.0997724,35.7224684
"729274098379988992","981510143547342848",2018-04-04 12:33:48,"Axis_Kamata","@brown_dog_tick Arcaea","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"832612870684708864","981510300888309760",2018-04-04 12:34:25,"jinshijinshijin","@brown_dog_tick バンドリ(強制)","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"832612870684708864","981510486721052673",2018-04-04 12:35:10,"jinshijinshijin","@brown_dog_tick (強制)","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"729274098379988992","981510493813669888",2018-04-04 12:35:11,"Axis_Kamata","@brown_dog_tick あ（ﾌﾞﾘﾌﾞﾘﾌﾞﾘﾌﾞﾘｭﾘｭﾘｭﾘｭﾘｭﾘｭ！！！！！！ﾌﾞﾂﾁﾁﾌﾞﾌﾞﾌﾞﾁﾁﾁﾁﾌﾞﾘﾘｲﾘﾌﾞﾌﾞﾌﾞﾌﾞｩｩｩｩｯｯｯ！！！！！！！","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"2479661827","981510654119964673",2018-04-04 12:35:50,"TN_Asphalt_0731","@brown_dog_tick スクフェス","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"832612870684708864","981510741005017088",2018-04-04 12:36:10,"jinshijinshijin","@brown_dog_tick iPhoneXであれやったらフリックでホーム画面戻りそう","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"2479661827","981510901529374720",2018-04-04 12:36:49,"TN_Asphalt_0731","@brown_dog_tick せやで","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"726781797237841920","981510922740023296",2018-04-04 12:36:54,"2016CamaroSS","@brown_dog_tick どうでした？","Twitter for iPad",NA,NA,NA,NA,NA,140.0997724,35.7224684
"726781797237841920","981511619732586496",2018-04-04 12:39:40,"2016CamaroSS","@brown_dog_tick でしたら、Smash Bandits Racingとかどうでしょ？","Twitter for iPad",NA,NA,NA,NA,NA,140.0997724,35.7224684
"832612870684708864","981511864864595968",2018-04-04 12:40:38,"jinshijinshijin","@brown_dog_tick 結局A8を60fpsいけるしかメリットない(小声)
ていうかほかの端末も対応したら存在意義なくなりそう()","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"726781797237841920","981512002932649984",2018-04-04 12:41:11,"2016CamaroSS","@brown_dog_tick 多分ストレス発散になると思いますぞ。👍","Twitter for iPad",NA,NA,NA,NA,NA,140.0997724,35.7224684
"726781797237841920","981512527883378689",2018-04-04 12:43:16,"2016CamaroSS","@brown_dog_tick 脱糞！？","Twitter for iPad",NA,NA,NA,NA,NA,140.0997724,35.7224684
"832612870684708864","981512576092725248",2018-04-04 12:43:28,"jinshijinshijin","@brown_dog_tick それに生体認証が...","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"3063849967","981512694678212609",2018-04-04 12:43:56,"km8_1","@brown_dog_tick 色々やった結果スマホゲー＜PCゲーという結論に至りましたどうぞ","Twitter for Android",NA,NA,NA,NA,NA,-97.335385,37.6650225
"915869160915197952","981513583090532353",2018-04-04 12:47:28,"poison_sds","@brown_dog_tick CSR2","Twitter for iPhone",NA,NA,NA,NA,NA,-72.6851264,42.5918302
"764036548148899840","981514219391610880",2018-04-04 12:50:00,"segg_purple","@brown_dog_tick 酔うけど
App名: Extreme Car Driving Simulator、デベロッパ: AxesInMotion S.L.https://t.co/kX7Oy9jydf","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"3063849967","981514759756328961",2018-04-04 12:52:09,"km8_1","@brown_dog_tick スマホのスペックは確かに向上していってる。
なんならDSとかPSPクラスのいわゆるポータブルゲーム機を駆逐したとさえ言える

がしかし結局据え置きのゲーム機や特にPCにはサイズ的な問題でどうやっても追いつけへんなと自分で所有して身に染みた😇","Twitter for Android",NA,NA,NA,NA,NA,-97.335385,37.6650225
"764036548148899840","981514824302473216",2018-04-04 12:52:24,"segg_purple","@brown_dog_tick App名: Driving School 2016、デベロッパ: Alexandru Marusachttps://itunes.apple.com/jp/app/driving-school-2016/id1075939556?mt=8
これもまあまあ","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981515285617303557",2018-04-04 12:54:14,"segg_purple","@brown_dog_tick Alexandru Marusachttps://itunes.apple.com/jp/app/driving-school-2016/id1075939556?mt=8","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981515402122428417",2018-04-04 12:54:42,"segg_purple","@brown_dog_tick ごめんなんかリンクが死亡してるからドライビングスクールで","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"3402005182","981515512512364545",2018-04-04 12:55:08,"FD3Stypex","@brown_dog_tick ダンボール戦機","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"915869160915197952","981515863407837186",2018-04-04 12:56:32,"poison_sds","@brown_dog_tick 草","Twitter for iPhone",NA,NA,NA,NA,NA,-72.6851264,42.5918302
"2479661827","981516177728925696",2018-04-04 12:57:47,"TN_Asphalt_0731","@brown_dog_tick 秋葉原でリアルファイトやな","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"3402005182","981516266413244416",2018-04-04 12:58:08,"FD3Stypex","@brown_dog_tick 結構面白いw
と言うか今までやってて一番楽しかったゲームかもしれない()","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"3063849967","981516356293091328",2018-04-04 12:58:29,"km8_1","@brown_dog_tick RAM128GBとかいうキティゲイなこともできるしやっぱデスクトップってええんやなって。

CPUにジャケット取り付けて液冷化とか面白そうやけどスマホじゃー有効な流量確保するサイズの流路を実装できんやろうしなぁ","Twitter for Android",NA,NA,NA,NA,NA,-97.335385,37.6650225
"3267873252","981516423544614912",2018-04-04 12:58:45,"Iam_Lazy_ReV_SV","@brown_dog_tick Toon Blast","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"915869160915197952","981516814659104768",2018-04-04 13:00:18,"poison_sds","@brown_dog_tick まあスマホゲームならではの時間ゲーですね","Twitter for iPhone",NA,NA,NA,NA,NA,-72.6851264,42.5918302
"764036548148899840","981516935102787584",2018-04-04 13:00:47,"segg_purple","@brown_dog_tick いらね
あとこれ
実車じゃないけど公道っぽいとこ走ってるからワンチャン
なおやったことはほぼない模様
App名: Drift Mania - Street Outlaws、デベロッパ: Maple Media Holdings, LLChttps://itunes.apple.com/jp/app/drift-mania-street-outlaws/id767840695?mt=8","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981517326527864832",2018-04-04 13:02:21,"segg_purple","@brown_dog_tick あとギアクラブとか
サーキットゲーだけどリアルそう
(気になってるだけ","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981518168773378048",2018-04-04 13:05:41,"segg_purple","@brown_dog_tick そうなんだよなぁ
理想はForza Horizon","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981518593497051136",2018-04-04 13:07:23,"segg_purple","@brown_dog_tick 買っちゃえ日産","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"832612870684708864","981518679891361792",2018-04-04 13:07:43,"jinshijinshijin","@brown_dog_tick モアイまわし https://t.co/HpiqnrvgOC","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"2479661827","981518852717621248",2018-04-04 13:08:24,"TN_Asphalt_0731","@brown_dog_tick わさらー団以上に炎上するな","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"832612870684708864","981519391186497536",2018-04-04 13:10:33,"jinshijinshijin","@brown_dog_tick  https://t.co/EaeSS6gmSN","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981519606232657921",2018-04-04 13:11:24,"segg_purple","@brown_dog_tick 既視感","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981519958545915904",2018-04-04 13:12:48,"segg_purple","@brown_dog_tick あれは神ゲー
買って","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"2479661827","981519965328035842",2018-04-04 13:12:50,"TN_Asphalt_0731","@brown_dog_tick トレンドに載りそう","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981520721573638144",2018-04-04 13:15:50,"segg_purple","@brown_dog_tick エクストリームナンチャラどうだった(唐突な話題変更","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"2479661827","981520957696192513",2018-04-04 13:16:46,"TN_Asphalt_0731","@brown_dog_tick 良い意味でもトレンドには載りたくない","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981521625328664577",2018-04-04 13:19:25,"segg_purple","@brown_dog_tick く
あれ暇つぶし程度だからすぐ飽きると思うで","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"764036548148899840","981522810873851906",2018-04-04 13:24:08,"segg_purple","@brown_dog_tick ちんこ","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"127329786","981535656097845250",2018-04-04 14:15:11,"HunterPestLLC","Did you know? Some #tick species have preferred hosts. The American dog tick prefers to feed on domestic dogs and therefore is one of the most common tick species brought into homes. #dyk","Hootsuite",NA,NA,NA,NA,NA,-74.3587473,40.0918895
"57674934","981545729721323520",2018-04-04 14:55:12,"OscarPetFoods","For this month only we will be offering an exclusive discount on 3 vial packs of flea and tick treatments for cats and dogs on our website here before the deal ends at the end of April: https://t.co/GroP69lSjh

#muchmorethanpetfood https://t.co/qURnCKz3Eb","Hootsuite",NA,NA,NA,NA,NA,NA,NA
"3025261","981555296639348743",2018-04-04 15:33:13,"mightymur","@megelison Aauuugghh just got a tick off my dog so I’m all itchy too","Twitter for iPhone",NA,NA,NA,NA,NA,-80.4204715,35.5660569
"13104132","981565903610568704",2018-04-04 16:15:22,"Jadelynx","Revisiting Dog Week on my blog from 2015.  5 great How To articles for dog lovers!  

Day 1 - 2 Fresh Dog Food Recipes 
Day 2 - How to Make Homemade Flea and Tick Collars
Day 3 - Dogs... https://t.co/S2PZb4luX6","Facebook",NA,NA,NA,NA,NA,NA,NA
"253287708","981568540191883264",2018-04-04 16:25:51,"CreeksideAnimal","JUST A REMINDER IT’S THIS SATURDAY 4/7-Who is interested in knowing if their dog has been bitten by a tick carrying a Zoonotic Disease?  For just $7 more that the cost of a regular heartworm test we can screen... https://t.co/6coZeTzyM8","Facebook",NA,NA,NA,NA,NA,-81.6381795,41.0292217
"922591608004120577","981569039108661249",2018-04-04 16:27:50,"cheekywolfco","@Berti_and_Ernie A shout out regarding our all natural premium dog products would be Kindly appreciated! Hemp &amp; Seaweed Nutritional Biscuits, Healing Hemp Paw Balm &amp; Essential Oil Tick &amp; Flea Spray produced in the Historical Town of Lewiston by The Cheeky Wolf Company.
Cheers https://t.co/VpJuecVZzB","Twitter Web Client",NA,NA,NA,NA,NA,-78.9853813,43.1919494
"2848515508","981577198032257024",2018-04-04 17:00:15,"PawFriction","There is some debate about the increasing incidence of preventative-resistant heartworms. In many places, flea and tick medications can be used at your discretion, we recommend keeping your dog on heartworm preventative year-round if you have mosquitoes in your area. https://t.co/P5Oedr3SPu","Buffer",NA,NA,NA,NA,NA,NA,NA
"818218691183648768","981581001448181760",2018-04-04 17:15:22,"sistersobriety","I am trying to remove a tick from my dog’s paw, if you’re wondering how my Wednesday is going. https://t.co/OdNRo9QgEp","Twitter for iPhone",NA,NA,NA,NA,NA,-0.1277583,51.5073509
"2882603139","981602306859896832",2018-04-04 18:40:01,"HighlanderMSP","Izzard is the proverbial tick on a flea-ridden dog. #LabourFail https://t.co/KFqUfq8Xz9","Twitter for iPhone",NA,NA,NA,NA,NA,-7.6920536,53.1423672
"432747928","981606802788966401",2018-04-04 18:57:53,"jnieuwenhuis17","@miklextic This looks like a dog tick to me.","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"18100764","981608913912127488",2018-04-04 19:06:17,"Time4Hemp","Pet Care – Dog Tick and Fleas Problem – Bhola Shola https://t.co/9HNRNlhTLE #dog #animal #pets","ContentStudio.io",NA,NA,NA,NA,NA,NA,NA
"816758534","981608921117868032",2018-04-04 19:06:18,"CasperLeitch","Pet Care – Dog Tick and Fleas Problem – Bhola Shola https://t.co/VcO05jBmcv #dog #animal #pets https://t.co/VcO05jBmcv","Facebook",NA,NA,NA,NA,NA,NA,NA
"192299549","981613438395875329",2018-04-04 19:24:15,"NoireDipped","I’ll dead ass go to a restaurant alone, order enough food for two ppl, eat it ALL and be just as happy as a tick on a dog☺️","Twitter for iPhone",NA,NA,NA,NA,NA,-94.8701751,41.2724818
"957338932580175872","981614118754050048",2018-04-04 19:26:58,"BusyDet","@spotthe_dog @InspGadgetBlogs No one wants to get promotion based on a tick box exercise-that wouldn’t make anyone proud!","Twitter for iPhone",NA,NA,NA,NA,NA,NA,NA
"4703418720","981622826154147840",2018-04-04 20:01:34,"moej4242","@WhatUpEh @DatoFreddy @Satchalistic1 @deplorabletx71 @PaulGMcC1967 @DEEplorableinWV @moekaye1 @Seeds81Planting @aj7773108 @Dd3262Donna @VerbaAqua14 @donnnie @TheBadDadder @franksan240 @pinello_f @ProudCAPatriot @LillieR63790476 @haroldb54 @SumatraSue @CAoutcast @PayAttnLibs @WandaIsBack @Latinlade58 @Conspiracy_dog @uniquedeehan1 @RUSTIMCCOLLUM @Timesupjokers @cjdtwit @bronson69 @BookTyphoon @SKSSKanz @RoryGilligan1 @izonorion71 @maximunspeed @kctaylor24 @Childlikefaaith @QuidProWTF @HeyZuesChristo @momof24u @unconcious0 @tbeaux29 @Billtrain464 @Skypilot195 @dweaver6 @dolphindiver @TiredOf_UrCrap2 @ScottPesner @ladydiblu1 @BarryWirth So how that obstruction case going? oh wait it's not! more of the taxpayers money being used on a witchhunt... one more thing where's the collusion? oh wait there isn't any... some1 should fire his ass... Tick Tock...","Twitter for Android",NA,NA,NA,NA,NA,-95.712891,37.09024
"4703418720","981622826154147840",2018-04-04 20:01:34,"moej4242","@WhatUpEh @DatoFreddy @Satchalistic1 @deplorabletx71 @PaulGMcC1967 @DEEplorableinWV @moekaye1 @Seeds81Planting @aj7773108 @Dd3262Donna @VerbaAqua14 @donnnie @TheBadDadder @franksan240 @pinello_f @ProudCAPatriot @LillieR63790476 @haroldb54 @SumatraSue @CAoutcast @PayAttnLibs @WandaIsBack @Latinlade58 @Conspiracy_dog @uniquedeehan1 @RUSTIMCCOLLUM @Timesupjokers @cjdtwit @bronson69 @BookTyphoon @SKSSKanz @RoryGilligan1 @izonorion71 @maximunspeed @kctaylor24 @Childlikefaaith @QuidProWTF @HeyZuesChristo @momof24u @unconcious0 @tbeaux29 @Billtrain464 @Skypilot195 @dweaver6 @dolphindiver @TiredOf_UrCrap2 @ScottPesner @ladydiblu1 @BarryWirth So how that obstruction case going? oh wait it's not! more of the taxpayers money being used on a witchhunt... one more thing where's the collusion? oh wait there isn't any... some1 should fire his ass... Tick Tock...","Twitter for Android",NA,NA,NA,NA,NA,NA,NA
"830372406","981627497673568263",2018-04-04 20:20:07,"Pr_animal","April is Prevent Lyme Disease in Dogs Month. Make sure you check your dog for ticks after every hike or romp!  https://t.co/CnfVCgXAeg https://t.co/TL7nrtpr3H","Social Media Publisher App ",NA,NA,NA,NA,NA,-117.435048,34.0922335
"85095538","981637552506593281",2018-04-04 21:00:05,"drkatynelson","While plague is not something typically found in the DMV, this is yet another reason why it's ALWAYS important to keep your pets current on their flea, tick and heart worm preventive medications!  #plague #dogs #parasites https://t.co/vVJQTw5rJm","Facebook",NA,NA,NA,NA,NA,-77.0368707,38.9071923
"253022349","981650543339687936",2018-04-04 21:51:42,"unitedrealfans","According to @Google, there are 20 times more searches for Suarez’s bite than for snake, spider, tick, fly, dog and mosquito bites combined!","unitedrealfans",NA,NA,NA,NA,NA,NA,NA
